minimum_nights,calculated_host_listings_count,neighbourhood,room_type,price
0.21739130434782608,0.0,0.11602209944751382,0.5,110
0.0,0.047619047619047616,0.022099447513812154,0.0,68
0.21739130434782608,0.28571428571428564,0.08287292817679558,0.0,38
0.7391304347826088,0.0,0.3812154696132597,0.0,105
0.0,0.0,0.0718232044198895,0.0,70
0.21739130434782608,0.28571428571428564,0.03314917127071823,0.5,2000
0.01739130434782609,0.3333333333333333,0.19337016574585633,0.0,40
0.21739130434782608,1.0,0.13259668508287292,0.0,95
0.0782608695652174,0.0,1.0,0.0,45
0.21739130434782608,0.14285714285714285,0.022099447513812154,0.0,60
0.08695652173913043,0.0,1.0,0.0,50
0.21739130434782608,0.047619047619047616,0.09392265193370165,0.5,89
0.21739130434782608,0.047619047619047616,0.4530386740331491,0.0,42
0.0,0.0,0.0718232044198895,0.0,68
0.21739130434782608,0.28571428571428564,0.0055248618784530384,0.0,95
0.0,0.0,0.3370165745856354,1.0,75
0.0,0.3333333333333333,0.19337016574585633,0.0,60
0.21739130434782608,0.14285714285714285,0.022099447513812154,0.0,60
0.21739130434782608,0.047619047619047616,0.09392265193370165,0.5,99
0.0,0.0,0.011049723756906077,0.0,60
0.21739130434782608,0.14285714285714285,0.37569060773480667,0.0,35
0.0,0.0,0.5414364640883977,0.0,32
0.008695652173913049,0.09523809523809523,0.19337016574585633,0.5,150
0.0,0.0,0.022099447513812154,0.5,151
0.0,0.047619047619047616,0.022099447513812154,0.0,73
0.026086956521739132,0.0,0.06077348066298342,0.0,68
0.13043478260869565,0.047619047619047616,0.055248618784530384,0.0,100
0.2,0.047619047619047616,0.055248618784530384,0.0,135
0.0,0.0,0.5414364640883977,0.0,37
0.21739130434782608,1.0,0.13259668508287292,0.0,95
0.21739130434782608,0.047619047619047616,0.09392265193370165,0.5,88
0.01739130434782609,0.0,0.6077348066298343,0.0,65
0.21739130434782608,0.047619047619047616,0.09392265193370165,0.5,99
0.008695652173913049,0.0,0.43646408839779005,0.0,55
0.0,0.047619047619047616,0.022099447513812154,0.0,72
0.21739130434782608,0.0,0.09392265193370165,0.5,150
0.026086956521739132,0.047619047619047616,0.0,0.0,53
0.0,0.3333333333333333,0.03314917127071823,0.5,285
0.21739130434782608,0.28571428571428564,0.022099447513812154,0.0,95
0.7478260869565218,0.14285714285714285,0.10497237569060773,0.0,50
0.21739130434782608,0.28571428571428564,0.0055248618784530384,0.0,95
0.01739130434782609,0.047619047619047616,0.0,0.0,70
0.9565217391304348,0.6666666666666665,0.06629834254143646,0.5,96
0.21739130434782608,0.0,0.09392265193370165,0.5,150
0.0,0.14285714285714285,0.027624309392265192,0.5,199
0.0,0.0,0.09944751381215469,0.0,85
0.21739130434782608,0.047619047619047616,0.0055248618784530384,0.0,90
0.0782608695652174,0.3333333333333333,0.19337016574585633,0.0,40
0.4782608695652174,0.0,0.3812154696132597,0.0,120
0.21739130434782608,0.0,0.2983425414364641,0.5,95
0.01739130434782609,0.3333333333333333,0.19337016574585633,0.0,50
0.0,0.0,0.0718232044198895,0.0,77
0.0,0.09523809523809523,0.19337016574585633,0.5,228
0.01739130434782609,0.3333333333333333,0.19337016574585633,0.0,40
0.01739130434782609,0.3333333333333333,0.19337016574585633,0.0,60
0.21739130434782608,0.047619047619047616,0.4530386740331491,0.0,42
0.01739130434782609,0.14285714285714285,0.2596685082872928,0.5,107
0.0,0.0,0.022099447513812154,0.5,151
0.0782608695652174,0.047619047619047616,0.055248618784530384,0.0,120
0.008695652173913049,0.14285714285714285,0.2596685082872928,0.5,187
0.0,0.0,0.5414364640883977,0.0,33
0.21739130434782608,0.0,0.03314917127071823,0.5,109
0.0,0.0,0.28729281767955805,0.0,67
0.008695652173913049,0.0,0.43646408839779005,0.0,58
0.0,0.09523809523809523,0.19337016574585633,0.5,398
0.052173913043478265,0.047619047619047616,0.0,0.0,55
0.0,0.047619047619047616,0.022099447513812154,0.0,72
0.0,0.3333333333333333,0.19337016574585633,0.0,60
0.08695652173913043,0.0,1.0,0.0,35
1.0,0.6666666666666665,0.06629834254143646,0.5,98
0.21739130434782608,0.0,0.03314917127071823,0.0,167
